Id,Hazard
6,3.105094888
7,6.38578820321
8,6.64020659054
9,3.49985924961
10,2.88723165109
11,4.29788648708
13,4.76602110846
14,2.4132853122
16,3.4145883668
17,3.2057801676
18,4.82070845781
20,3.98126621382
27,7.23100746838
28,4.2913721415
29,2.84878773725
30,3.266425129
34,3.23854001301
35,4.22744891803
36,3.65894963241
37,3.46771736868
38,3.41556301833
40,3.45879616354
42,4.91610299056
46,3.41023109871
47,3.88112652466
48,4.45004622591
49,6.37646935472
51,4.73412534595
52,5.1508454071
53,1.92374079328
54,2.7682390634
55,2.1327869628
56,5.9711093987
57,2.58854438997
60,5.20151071721
61,3.29427616743
64,5.7294211507
65,4.32619861194
66,4.42310599613
68,5.88130198769
70,3.24839391187
71,2.33478967005
75,2.7970132251
76,3.64891549126
78,5.75676164648
80,3.3690481446
81,5.23320169209
82,4.23718717287
83,3.85386385555
85,2.31821378923
86,2.56186782395
87,3.49978590985
89,3.32236504723
90,3.72791443283
91,5.00312490756
92,4.3946867359
95,3.54424586341
97,5.61607264291
99,2.49004490538
101,3.95514434238
102,4.43385559319
103,3.31890172703
104,4.87652574561
107,4.10994703139
108,2.69943880563
111,2.75216722907
112,5.77815487019
115,6.20344778104
119,3.13033480982
121,3.76266358878
124,3.46332945768
128,3.96998888525
130,5.35618250789
131,5.35939162305
133,5.73200039976
134,5.4416995663
137,3.96369770942
138,3.98797864113
142,4.94884692886
143,4.7596202879
144,8.43760792445
145,4.50139662692
147,3.63593431726
148,5.08343299484
152,2.45416302376
154,13.1098250726
158,2.68130626117
159,3.71643618431
160,5.21593193711
161,4.72645836678
164,2.11735804596
165,3.23715488495
166,2.09293784412
167,3.11379279879
169,3.79744786855
170,5.14021785152
171,5.52326303906
175,2.84491925799
177,3.70927056214
178,4.54679348023
180,7.81699713199
182,3.50960973159
184,5.42502715781
185,5.70365249906
186,3.09604365915
190,4.38508917451
191,3.54316706145
192,2.35476624982
195,5.11842219431
196,5.7319468623
197,3.89728121565
198,3.88208896935
199,6.52458449008
200,3.37124013448
204,2.91466969572
205,4.33434615821
207,2.50482976224
208,2.98201502926
209,5.95157757792
211,6.77259243941
216,6.70050242323
217,1.86381157716
220,4.21002907367
223,5.58491535747
224,4.87434232153
230,3.34198686864
232,3.6835141097
235,3.36922174238
236,5.01891666195
238,3.48049242318
240,2.76034728517
242,4.38960833191
244,2.90869088674
245,3.82051706298
248,4.1237960389
251,3.48420536822
256,3.46809249715
258,8.10430599309
259,4.93729827612
261,4.69037565832
267,4.56216570646
268,3.72846873715
270,4.87869067969
272,5.72158027845
273,2.43666569667
275,1.83845127257
276,3.33314927729
277,5.13491860412
279,3.80599903556
283,3.64972184566
284,4.33474242908
286,3.15511375824
287,4.51980320537
288,2.45089288076
289,5.79051273658
292,3.61488703578
293,4.68368798403
295,4.66806901638
297,3.96056899032
301,4.7159571418
303,3.3544258121
304,2.85356713458
305,2.48806538169
308,3.43764131092
309,4.10015089315
313,3.26161146598
314,5.07940017607
315,3.62633387333
316,2.88189019165
318,4.69111149152
320,4.90659144345
324,3.8532419557
325,3.07370150275
326,2.94481390945
327,3.47732488195
328,6.2096857569
332,3.92560959572
333,7.24244493
336,3.53785373643
339,3.79302594517
340,4.82543436437
342,3.65916812844
344,5.82308922569
345,3.42376159255
346,3.81668842785
349,4.32691303088
353,4.98129198011
355,3.84668665254
360,2.91253200785
363,3.61210111405
366,3.48364398097
367,3.36874334015
369,4.48124317406
371,6.01425128483
372,2.65726678934
374,2.57723079726
375,2.57468123334
378,2.96303392702
379,1.59488697011
381,4.21199564203
382,2.93548313497
384,3.17931945556
385,3.04075581089
387,3.9506051152
388,2.69975685979
389,4.84026253736
390,4.43312102266
393,4.14060735415
394,5.58782978685
395,3.51439016255
397,2.19885546634
398,5.44989857451
399,3.8664612981
403,3.41831354687
404,2.69402006818
406,2.5996940805
407,2.70987667028
410,2.03382604874
411,3.75756623234
412,1.77008591641
413,5.70910384029
417,4.24691107313
419,3.96367083868
422,4.6597532522
425,2.77477986283
426,4.63577244113
427,5.13749306378
432,2.74947452075
434,3.70509916673
437,3.14648267697
438,2.873370755
440,6.00749583438
441,4.97004999493
443,2.36553278779
445,4.65075373702
447,3.47811085818
449,3.49490938934
450,4.19578748001
451,3.56926699898
453,5.12296881769
455,2.00696025988
456,4.19731686891
459,4.50518366675
461,3.26900354382
463,3.53205835506
466,5.13456735003
467,3.0731543424
469,3.70241972706
470,5.46927260986
472,4.35792051986
477,3.92482369999
481,2.15082287516
485,4.156971201
492,3.61428621681
494,3.75715934719
497,3.137117356
503,3.33459722247
504,4.76859190006
507,5.20498624948
509,3.56721370278
511,5.09430573546
512,3.2674785826
513,3.21332340095
516,6.18899403483
517,2.20407035741
518,2.6844535063
522,4.34207706011
525,2.50765410248
526,3.35084225118
527,8.4315066012
529,3.35651261145
534,5.60881237511
538,2.09926091374
540,5.59546906243
541,1.62649449353
542,5.77196089307
543,9.1897495582
544,6.02296819436
546,2.83264233495
547,2.59377942414
550,3.10109041364
554,4.0474988157
556,2.75746518926
558,3.348382413
559,2.29452242099
560,4.33757110966
564,3.77015501445
565,2.37756739779
566,4.53463612852
567,5.37209859291
568,3.80495437028
570,3.20783216622
571,5.10119352182
575,3.12717167477
576,6.18816834241
585,2.11965316814
586,4.41532923546
589,2.62967996392
590,4.45140207265
591,3.52889977626
593,3.20335627197
594,3.25558545496
595,2.53690181438
596,3.61348915655
597,3.10138027108
598,3.01093815091
599,3.83123970243
600,4.58216077296
601,3.57135389552
609,3.89154515057
613,4.84255593651
619,4.27466452581
620,4.2188506013
621,6.4288973536
622,4.32394762499
623,2.73602142352
625,4.8273394554
626,2.77585967166
628,2.55927916182
629,4.66975717671
633,4.30445281967
634,3.9379542569
635,7.99339977799
636,3.14984443101
